Gender,Price (₦),Fabric_Type_Brocade,Fabric_Type_Cashmen,Fabric_Type_Chinox,Fabric_Type_Crepe,Fabric_Type_Damask,Fabric_Type_Irish,Fabric_Type_Jeans,Fabric_Type_Jonkoso,Fabric_Type_Licra,Fabric_Type_Linen,Fabric_Type_Milkado,Fabric_Type_Rib,Fabric_Type_Sevenstar,Fabric_Type_Silk,Color_Black,Color_Blue,Color_Brown,Color_Cream,Color_Green,Color_Grey,Color_Olive,Color_Pink,Color_Red,Color_Violet,Color_White,Color_Yellow,Color_lilac,Color_magenta,Color_orange,Color_pitch,Color_wine,measurement_units_Meters,measurement_units_e,Season_festival,Season_normal,Occasion_Casual,Occasion_Church,Occasion_Office,Occasion_Party,Occasion_Wedding,Location_Abeokuta,Location_Abuja,Location_Benin,Location_Enugu,Location_Ibadan,Location_Kano,Location_Lagos,Location_Port Harcourt,Stitch_Quality_High,Stitch_Quality_Low,Stitch_Quality_Medium,Style_Type_Casual,Style_Type_Corporate,Style_Type_Fashion,Style_Type_Traditional
-0.9607689228305228,-1.3666705710522453,-0.2600301104929761,-0.30151134457776363,-0.29488391230979427,-0.3080430342483094,-0.30151134457776363,-0.24509318917116377,3.6449573777637347,-0.27435163058436723,-0.22941573387056183,-0.2672612419124244,-0.2672612419124244,-0.28815358921021483,-0.2813124431081605,-0.28131244310816045,-0.28131244310816045,-0.21282896242613872,-0.2373563316387707,-0.25264557631995566,-0.25264557631995566,-0.23735633163877068,-0.2373563316387707,-0.3080430342483094,4.358898943540674,-0.22124883943435492,-0.22124883943435492,-0.26726124191242434,-0.24509318917116374,-0.29488391230979427,-0.2600301104929761,-0.21282896242613872,-0.2600301104929761,-0.05783149319662403,0.05783149319662344,1.0762311003195195,-1.0762311003195195,-0.43643578047198484,-0.5619514869490163,-0.4632222995338471,1.9794021286452246,-0.5310850045437944,-0.32712546539623155,-0.3575185993374057,-0.37507920583043247,-0.3808387689546999,-0.3750792058304324,-0.40904177671391495,2.4784787961282104,-0.3922322702763681,-0.7230785846599999,-0.7018100265975373,1.435696517302984,-0.6236095644623236,1.7634026882977951,-0.5516772843673705,-0.5670854460164716
-0.9607689228305228,0.882413972247712,-0.2600301104929761,-0.30151134457776363,-0.29488391230979427,-0.3080430342483094,-0.30151134457776363,-0.24509318917116377,-0.2743516305843672,-0.27435163058436723,-0.22941573387056183,-0.2672612419124244,-0.2672612419124244,-0.28815358921021483,-0.2813124431081605,3.5547663265485725,-0.28131244310816045,-0.21282896242613872,-0.2373563316387707,-0.25264557631995566,-0.25264557631995566,-0.23735633163877068,-0.2373563316387707,-0.3080430342483094,-0.2294157338705618,-0.22124883943435492,-0.22124883943435492,-0.26726124191242434,-0.24509318917116374,3.391164991562634,-0.2600301104929761,-0.21282896242613872,-0.2600301104929761,-0.05783149319662403,0.05783149319662344,1.0762311003195195,-1.0762311003195195,-0.43643578047198484,-0.5619514869490163,2.158790716695476,-0.5052030537546389,-0.5310850045437944,-0.32712546539623155,-0.3575185993374057,-0.37507920583043247,2.6257830912139832,-0.3750792058304324,-0.40904177671391495,-0.4034732923929646,-0.3922322702763681,-0.7230785846599999,-0.7018100265975373,1.435696517302984,-0.6236095644623236,-0.5670854460164716,1.8126539343499315,-0.5670854460164716
1.0408329997330665,0.5751099866151393,-0.2600301104929761,-0.30151134457776363,-0.29488391230979427,-0.3080430342483094,3.3166247903554,-0.24509318917116377,-0.2743516305843672,-0.27435163058436723,-0.22941573387056183,-0.2672612419124244,-0.2672612419124244,-0.28815358921021483,-0.2813124431081605,-0.28131244310816045,-0.28131244310816045,4.698608632023216,-0.2373563316387707,-0.25264557631995566,-0.25264557631995566,-0.23735633163877068,-0.2373563316387707,-0.3080430342483094,-0.2294157338705618,-0.22124883943435492,-0.22124883943435492,-0.26726124191242434,-0.24509318917116374,-0.29488391230979427,-0.2600301104929761,-0.21282896242613872,-0.2600301104929761,-0.05783149319662403,0.05783149319662344,1.0762311003195195,-1.0762311003195195,-0.43643578047198484,-0.5619514869490163,2.158790716695476,-0.5052030537546389,-0.5310850045437944,3.0569310731854746,-0.3575185993374057,-0.37507920583043247,-0.3808387689546999,-0.3750792058304324,-0.40904177671391495,-0.4034732923929646,-0.3922322702763681,-0.7230785846599999,1.42488702369803,-0.6965260331469924,-0.6236095644623236,-0.5670854460164716,1.8126539343499315,-0.5670854460164716
-0.9607689228305228,0.3187434557959805,-0.2600301104929761,-0.30151134457776363,3.391164991562634,-0.3080430342483094,-0.30151134457776363,-0.24509318917116377,-0.2743516305843672,-0.27435163058436723,-0.22941573387056183,-0.2672612419124244,-0.2672612419124244,-0.28815358921021483,-0.2813124431081605,-0.28131244310816045,-0.28131244310816045,-0.21282896242613872,-0.2373563316387707,-0.25264557631995566,-0.25264557631995566,-0.23735633163877068,-0.2373563316387707,-0.3080430342483094,-0.2294157338705618,-0.22124883943435492,-0.22124883943435492,-0.26726124191242434,-0.24509318917116374,-0.29488391230979427,-0.2600301104929761,4.698608632023216,-0.2600301104929761,-0.05783149319662403,0.05783149319662344,-0.9291684654932498,0.92916846549325,-0.43643578047198484,-0.5619514869490163,-0.4632222995338471,-0.5052030537546389,1.8829377433825436,3.0569310731854746,-0.3575185993374057,-0.37507920583043247,-0.3808387689546999,-0.3750792058304324,-0.40904177671391495,-0.4034732923929646,-0.3922322702763681,1.3829755454176698,-0.7018100265975373,-0.6965260331469924,1.6035674514745464,-0.5670854460164716,-0.5516772843673705,-0.5670854460164716
-0.9607689228305228,0.542084603824025,-0.2600301104929761,-0.30151134457776363,-0.29488391230979427,-0.3080430342483094,-0.30151134457776363,-0.24509318917116377,-0.2743516305843672,-0.27435163058436723,-0.22941573387056183,-0.2672612419124244,-0.2672612419124244,3.4703714874447615,-0.2813124431081605,-0.28131244310816045,-0.28131244310816045,-0.21282896242613872,-0.2373563316387707,-0.25264557631995566,-0.25264557631995566,4.2130748865881795,-0.2373563316387707,-0.3080430342483094,-0.2294157338705618,-0.22124883943435492,-0.22124883943435492,-0.26726124191242434,-0.24509318917116374,-0.29488391230979427,-0.2600301104929761,-0.21282896242613872,-0.2600301104929761,-0.05783149319662403,0.05783149319662344,-0.9291684654932498,0.92916846549325,-0.43643578047198484,-0.5619514869490163,-0.4632222995338471,1.9794021286452246,-0.5310850045437944,3.0569310731854746,-0.3575185993374057,-0.37507920583043247,-0.3808387689546999,-0.3750792058304324,-0.40904177671391495,-0.4034732923929646,-0.3922322702763681,-0.7230785846599999,1.42488702369803,-0.6965260331469924,-0.6236095644623236,-0.5670854460164716,-0.5516772843673705,1.7634026882977951
-0.9607689228305228,1.4488832499529276,-0.2600301104929761,-0.30151134457776363,-0.29488391230979427,-0.3080430342483094,-0.30151134457776363,-0.24509318917116377,-0.2743516305843672,-0.27435163058436723,4.358898943540674,-0.2672612419124244,-0.2672612419124244,-0.28815358921021483,-0.2813124431081605,-0.28131244310816045,-0.28131244310816045,-0.21282896242613872,-0.2373563316387707,-0.25264557631995566,-0.25264557631995566,4.2130748865881795,-0.2373563316387707,-0.3080430342483094,-0.2294157338705618,-0.22124883943435492,-0.22124883943435492,-0.26726124191242434,-0.24509318917116374,-0.29488391230979427,-0.2600301104929761,-0.21282896242613872,-0.2600301104929761,-0.05783149319662403,0.05783149319662344,-0.9291684654932498,0.92916846549325,2.2912878474779204,-0.5619514869490163,-0.4632222995338471,-0.5052030537546389,-0.5310850045437944,-0.32712546539623155,-0.3575185993374057,-0.37507920583043247,-0.3808387689546999,-0.3750792058304324,-0.40904177671391495,-0.4034732923929646,2.5495097567963927,-0.7230785846599999,-0.7018100265975373,1.435696517302984,-0.6236095644623236,-0.5670854460164716,1.8126539343499315,-0.5670854460164716
-0.9607689228305228,1.1253464490501464,-0.2600301104929761,-0.30151134457776363,-0.29488391230979427,-0.3080430342483094,-0.30151134457776363,-0.24509318917116377,-0.2743516305843672,-0.27435163058436723,-0.22941573387056183,3.7416573867739413,-0.2672612419124244,-0.28815358921021483,-0.2813124431081605,-0.28131244310816045,-0.28131244310816045,-0.21282896242613872,4.2130748865881795,-0.25264557631995566,-0.25264557631995566,-0.23735633163877068,-0.2373563316387707,-0.3080430342483094,-0.2294157338705618,-0.22124883943435492,-0.22124883943435492,-0.26726124191242434,-0.24509318917116374,-0.29488391230979427,-0.2600301104929761,-0.21282896242613872,-0.2600301104929761,-0.05783149319662403,0.05783149319662344,1.0762311003195195,-1.0762311003195195,2.2912878474779204,-0.5619514869490163,-0.4632222995338471,-0.5052030537546389,-0.5310850045437944,3.0569310731854746,-0.3575185993374057,-0.37507920583043247,-0.3808387689546999,-0.3750792058304324,-0.40904177671391495,-0.4034732923929646,-0.3922322702763681,-0.7230785846599999,-0.7018100265975373,1.435696517302984,-0.6236095644623236,-0.5670854460164716,1.8126539343499315,-0.5670854460164716
-0.9607689228305228,1.6061736323987434,-0.2600301104929761,-0.30151134457776363,-0.29488391230979427,3.246299668616799,-0.30151134457776363,-0.24509318917116377,-0.2743516305843672,-0.27435163058436723,-0.22941573387056183,-0.2672612419124244,-0.2672612419124244,-0.28815358921021483,-0.2813124431081605,-0.28131244310816045,-0.28131244310816045,-0.21282896242613872,-0.2373563316387707,-0.25264557631995566,-0.25264557631995566,-0.23735633163877068,-0.2373563316387707,-0.3080430342483094,-0.2294157338705618,-0.22124883943435492,-0.22124883943435492,-0.26726124191242434,4.080080737378784,-0.29488391230979427,-0.2600301104929761,-0.21282896242613872,-0.2600301104929761,-0.05783149319662403,0.05783149319662344,1.0762311003195195,-1.0762311003195195,-0.43643578047198484,-0.5619514869490163,-0.4632222995338471,1.9794021286452246,-0.5310850045437944,3.0569310731854746,-0.3575185993374057,-0.37507920583043247,-0.3808387689546999,-0.3750792058304324,-0.40904177671391495,-0.4034732923929646,-0.3922322702763681,1.3829755454176698,-0.7018100265975373,-0.6965260331469924,-0.6236095644623236,-0.5670854460164716,-0.5516772843673705,1.7634026882977951
1.0408329997330665,-0.40501620435505103,-0.2600301104929761,-0.30151134457776363,-0.29488391230979427,-0.3080430342483094,3.3166247903554,-0.24509318917116377,-0.2743516305843672,-0.27435163058436723,-0.22941573387056183,-0.2672612419124244,-0.2672612419124244,-0.28815358921021483,-0.2813124431081605,-0.28131244310816045,-0.28131244310816045,-0.21282896242613872,-0.2373563316387707,-0.25264557631995566,-0.25264557631995566,-0.23735633163877068,-0.2373563316387707,-0.3080430342483094,-0.2294157338705618,4.51979771987325,-0.22124883943435492,-0.26726124191242434,-0.24509318917116374,-0.29488391230979427,-0.2600301104929761,-0.21282896242613872,-0.2600301104929761,-0.05783149319662403,0.05783149319662344,-0.9291684654932498,0.92916846549325,2.2912878474779204,-0.5619514869490163,-0.4632222995338471,-0.5052030537546389,-0.5310850045437944,3.0569310731854746,-0.3575185993374057,-0.37507920583043247,-0.3808387689546999,-0.3750792058304324,-0.40904177671391495,-0.4034732923929646,-0.3922322702763681,1.3829755454176698,-0.7018100265975373,-0.6965260331469924,-0.6236095644623236,-0.5670854460164716,1.8126539343499315,-0.5670854460164716
-0.9607689228305228,1.6140101639084994,-0.2600301104929761,-0.30151134457776363,-0.29488391230979427,-0.3080430342483094,-0.30151134457776363,-0.24509318917116377,-0.2743516305843672,-0.27435163058436723,-0.22941573387056183,-0.2672612419124244,-0.2672612419124244,-0.28815358921021483,-0.2813124431081605,3.5547663265485725,-0.28131244310816045,-0.21282896242613872,-0.2373563316387707,-0.25264557631995566,-0.25264557631995566,-0.23735633163877068,4.2130748865881795,-0.3080430342483094,-0.2294157338705618,-0.22124883943435492,-0.22124883943435492,-0.26726124191242434,-0.24509318917116374,-0.29488391230979427,-0.2600301104929761,-0.21282896242613872,-0.2600301104929761,-0.05783149319662403,0.05783149319662344,-0.9291684654932498,0.92916846549325,-0.43643578047198484,-0.5619514869490163,-0.4632222995338471,-0.5052030537546389,1.8829377433825436,3.0569310731854746,-0.3575185993374057,-0.37507920583043247,-0.3808387689546999,-0.3750792058304324,-0.40904177671391495,-0.4034732923929646,-0.3922322702763681,1.3829755454176698,-0.7018100265975373,-0.6965260331469924,-0.6236095644623236,1.7634026882977951,-0.5516772843673705,-0.5670854460164716
